generation,# of moves until defeat playing first against minimax,# of moves until defeat playing second against minimax
4093,15,22
4094,27,18
4095,21,20
4096,17,18
4097,25,28
4098,27,32
4099,19,18
4100,17,32
4101,17,14
4102,15,30
4103,15,24
4104,11,26
4105,15,24
4106,11,26
4107,17,14
4108,15,18
4109,17,28
4110,21,16
4111,19,18
4112,21,16
4113,17,22
4114,17,32
4115,25,22
4116,31,22
4117,17,14
4118,13,14
4119,17,18
4120,17,20
4121,25,34
4122,25,20
4123,19,32
4124,19,20
4125,13,22
4126,19,18
4127,17,20
4128,19,30
4129,19,18
4130,19,30
4131,19,18
4132,15,16
4133,15,24
4134,21,16
4135,29,16
4136,17,14
4137,17,39*
4138,21,14
4139,15,18
4140,21,10
4141,19,30
4142,38*,18
4143,19,30
4144,17,28
4145,21,14
4146,11,22
4147,19,32
4148,21,22
4149,17,34
4150,15,18
4151,25,34
4152,15,18
4153,17,20
4154,15,16
4155,19,20
4156,17,24
4157,17,20
4158,19,18
4159,19,32
4160,23,36
4161,21,10
4162,15,18
4163,17,36
4164,15,18
4165,25,20
4166,17,14
4167,25,18
4168,21,14
4169,19,28
4170,21,10
4171,17,20
4172,21,32
4173,27,10
4174,21,12
4175,21,10
4176,17,20
4177,21,10
4178,17,32
4179,19,18
4180,11,24
4181,19,18
4182,11,24
4183,19,18
4184,23,22
4185,15,18
4186,17,18
4187,21,16
4188,17,26
4189,27,22
4190,17,10
4191,25,34
4192,17,10
4193,25,34
4194,17,10
4195,21,16
4196,19,18
4197,15,10
4198,15,34
4199,25,20
4200,19,41*
4201,17,16
4202,19,38
4203,17,30
4204,17,18
4205,17,30
4206,15,18
4207,15,26
4208,17,24
4209,13,14
4210,17,14
4211,11,20
4212,17,30
4213,17,30
4214,15,18
4215,27,22
4216,19,22
4217,27,22
4218,17,34
4219,17,28
4220,17,16
4221,17,12
4222,25,20
4223,25,22
4224,17,20
4225,25,16
4226,17,16
4227,17,12
4228,17,16
4229,17,12
4230,17,16
4231,19,18
4232,27,18
4233,17,16
4234,19,18
4235,19,18
4236,17,38
4237,17,28
4238,21,18
4239,15,32
4240,21,18
4241,17,36
4242,17,16
4243,17,20
4244,17,32
4245,33,18
4246,17,32
4247,17,22
4248,29,16
4249,25,18
4250,19,18
4251,17,20
4252,19,18
4253,17,20
4254,17,20
4255,11,16
4256,17,34
4257,19,38
4258,29,18
4259,11,36
4260,19,10
4261,15,20
4262,19,18
4263,27,36
4264,23,18
4265,11,16
4266,11,16
4267,17,16
4268,15,28
4269,27,30
4270,17,18
4271,27,30
4272,17,18
4273,17,18
4274,15,20
4275,19,18
4276,11,20
4277,21,16
4278,17,18
4279,11,20
4280,21,20
4281,17,22
4282,21,20
4283,17,22
4284,17,10
4285,11,20
4286,37,16
4287,11,20
4288,17,16
4289,39,38
4290,40*,20
4291,15,34
4292,15,18
4293,17,38
4294,25,20
4295,23,22
4296,23,18
4297,19,16
4298,17,20
4299,27,32
4300,17,20
4301,11,16
4302,23,16
4303,31,14
4304,17,34
4305,11,16
4306,19,18
4307,15,22
4308,13,34
4309,19,20
4310,17,34
4311,21,43
4312,17,20
4313,21,43
4314,27,12
4315,17,16
4316,27,18
4317,17,16
4318,17,16
4319,27,18
4320,31,34
4321,17,34
4322,25,24
4323,21,18
4324,15,16
4325,29,16
4326,19,16
4327,17,22
4328,11,16
4329,17,10
4330,19,18
4331,17,16
4332,17,18
4333,15,28
4334,41,43
4335,19,34
4336,17,26
4337,19,18
4338,17,34
4339,37,20
4340,17,20
4341,21,16
4342,15,18
4343,17,34
4344,15,16
4345,38*,38
4346,17,32
4347,19,24
4348,15,22
4349,13,20
4350,21,26
4351,19,22
4352,19,20
4353,17,24
4354,17,20
4355,15,34
4356,19,18
4357,15,22
4358,21,32
4359,17,34
4360,21,28
4361,17,26
4362,11,16
4363,17,16
4364,23,16
4365,27,10
4366,15,28
4367,15,20
4368,23,20
4369,21,16
4370,19,22
4371,15,28
4372,27,34
4373,17,18
4374,11,16
4375,17,20
4376,21,18
4377,17,18
4378,23,20
4379,13,18
4380,15,18
4381,19,18
4382,17,20
4383,15,22
4384,21,22
4385,17,22
4386,17,18
4387,23,22
4388,17,34
4389,17,36
4390,21,22
4391,17,36
4392,19,38
4393,15,14
4394,17,16
4395,21,18
4396,19,18
4397,21,20
4398,15,34
4399,27,22
4400,21,16
4401,21,34
4402,11,16
4403,15,18
4404,21,18
4405,15,18
4406,15,34
4407,23,34
4408,21,38
4409,25,34
4410,29,34
4411,19,10
4412,23,22
4413,17,22
4414,17,34
4415,23,32
4416,17,28
4417,17,36
4418,15,18
4419,21,26
4420,23,34
4421,17,12
4422,17,20
4423,15,34
4424,17,30
4425,27,36
4426,15,16
4427,21,43
4428,15,16
4429,15,16
4430,15,34
4431,17,20
4432,17,24
4433,37,18
4434,27,20
4435,17,34
4436,15,22
4437,21,10
4438,17,18
4439,21,34
4440,19,20
4441,27,18
4442,27,28
4443,23,32
4444,15,20
4445,11,10
4446,11,18
4447,27,20
4448,17,34
4449,21,28
4450,19,22
4451,17,16
4452,17,22
4453,25,30
4454,25,22
4455,19,18
4456,17,34
4457,19,32
4458,27,38
4459,17,34
4460,29,34
4461,21,16
4462,19,34
4463,17,28
4464,21,18
4465,29,20
4466,17,20
4467,17,22
4468,17,18
4469,21,32
4470,17,20
4471,21,22
4472,27,34
4473,15,22
4474,23,16
4475,23,34
4476,21,16
4477,17,34
4478,21,16
4479,17,14
4480,13,24
4481,19,22
4482,29,20
4483,17,30
4484,15,16
4485,17,16
4486,15,22
4487,17,28
4488,23,16
4489,25,16
4490,39,20
4491,17,20
4492,41,36
4493,17,18
4494,15,20
4495,19,22
4496,19,28
4497,15,30
4498,17,18
4499,13,10
4500,17,36
4501,23,40
4502,17,18
4503,15,18
4504,17,18
4505,21,32
4506,17,22
4507,23,20
4508,17,16
4509,21,18
4510,15,14
4511,19,39*
4512,15,18
4513,29,18
4514,15,20
4515,21,36
4516,17,34
4517,25,34
4518,17,22
4519,21,10
4520,23,20
4521,17,16
4522,19,24
4523,19,16
4524,13,18
4525,19,22
4526,21,30
4527,25,20
4528,23,22
4529,21,20
4530,17,16
4531,15,38
4532,17,18
4533,17,39*
4534,15,32
4535,11,18
4536,39,16
4537,33,20
4538,23,22
4539,17,16
4540,13,30
4541,17,28
4542,25,20
4543,15,16
4544,21,10
4545,9,8
4546,11,10
4547,17,24
4548,19,30
4549,21,18
4550,17,16
4551,19,20
4552,11,16
4553,23,34
4554,17,18
4555,17,18
4556,15,22
4557,15,36
4558,13,24
4559,23,20
4560,15,16
4561,19,20
4562,19,34
4563,29,18
4564,21,16
4565,19,20
4566,15,24
4567,23,36
4568,15,22
4569,11,20
4570,17,34
4571,11,26
4572,15,16
4573,27,34
4574,15,20
4575,17,16
4576,27,16
4577,15,14
4578,17,16
4579,15,20
4580,17,20
4581,17,22
4582,17,16
4583,17,20
4584,11,24
4585,21,34
4586,19,34
4587,15,16
4588,17,36
4589,17,16
4590,21,22
4591,27,24
4592,17,22
4593,17,16
4594,17,22
4595,19,14
4596,19,22
4597,17,16
4598,15,32
4599,21,16
4600,19,16
4601,11,32
4602,11,20
4603,17,30
4604,27,20
4605,21,36
4606,17,22
4607,23,16
4608,11,30
4609,15,10
4610,21,34
4611,17,20
4612,11,16
4613,15,16
4614,19,22
4615,19,26
4616,21,32
4617,21,34
4618,38*,43
4619,17,30
4620,17,20
4621,27,22
4622,17,20
4623,15,16
4624,17,34
4625,15,16
4626,29,34
4627,19,34
4628,17,16
4629,17,34
4630,15,32
4631,17,20
4632,15,20
4633,11,16
4634,19,20
4635,17,34
4636,11,20
4637,23,30
4638,15,20
4639,23,30
4640,15,20
4641,17,30
4642,21,34
4643,21,34
4644,21,36
4645,23,16
4646,17,18
4647,17,26
4648,19,30
4649,17,36
4650,17,18
4651,15,43
4652,17,30
4653,15,16
4654,17,20
4655,17,34
4656,17,18
4657,17,20
4658,39,18
4659,17,20
4660,17,34
4661,17,16
4662,17,28
4663,17,30
4664,17,36
4665,17,32
4666,41,28
4667,15,24
4668,17,30
4669,19,18
4670,11,26
4671,21,22
4672,17,20
4673,15,32
4674,17,18
4675,11,16
4676,17,18
4677,11,28
4678,13,36
4679,17,22
4680,23,20
4681,11,10
4682,17,37*
4683,23,36
4684,17,16
4685,17,16
4686,23,34
4687,25,20
4688,17,34
4689,15,16
4690,15,20
4691,21,12
4692,27,36
4693,23,22
4694,19,28
4695,13,24
4696,21,16
4697,15,34
4698,29,18
4699,27,20
4700,29,18
4701,21,26
4702,23,34
4703,27,20
4704,23,34
4705,15,22
4706,15,32
4707,15,10
4708,15,18
4709,27,20
4710,15,12
4711,13,20
4712,19,18
4713,17,24
4714,21,20
4715,15,28
4716,17,32
4717,23,16
4718,25,34
4719,25,10
4720,17,20
4721,19,18
4722,39,38
4723,11,30
4724,25,22
4725,25,24
4726,19,16
4727,25,20
4728,23,16
4729,15,20
4730,27,20
4731,21,26
4732,17,24
4733,19,18
4734,15,20
4735,15,20
4736,11,14
4737,31,34
4738,15,20
4739,21,36
4740,11,16
4741,19,20
4742,15,16
4743,13,24
4744,17,20
4745,13,24
4746,27,34
4747,23,26
4748,17,38
4749,17,30
4750,29,16
4751,15,32
4752,17,30
4753,19,22
4754,31,10
4755,29,37*
4756,17,10
4757,17,18
4758,15,20
4759,25,20
4760,17,20
4761,21,36
4762,19,22
4763,17,20
4764,11,12
4765,17,18
4766,25,16
4767,17,34
4768,23,18
4769,19,18
4770,27,22
4771,17,14
4772,19,30
4773,13,20
4774,17,16
4775,15,22
4776,23,34
4777,21,20
4778,25,22
4779,17,24
4780,11,22
4781,11,16
4782,21,36
4783,19,30
4784,21,34
4785,19,32
4786,15,34
4787,27,18
4788,13,18
4789,17,38
4790,19,32
4791,25,20
4792,17,34
4793,17,34
4794,21,16
4795,17,16
4796,21,22
4797,21,26
4798,27,36
4799,17,32
4800,25,24
4801,17,22
4802,11,43
4803,21,20
4804,17,32
4805,17,20
4806,21,18
4807,25,26
4808,17,18
4809,15,36
4810,17,18
4811,23,22
4812,19,22
4813,15,36
4814,23,30
4815,21,34
4816,17,20
4817,21,34
4818,19,30
4819,17,18
4820,25,26
4821,11,16
4822,15,34
4823,19,20
4824,19,38
4825,17,20
4826,15,22
4827,17,36
4828,21,34
4829,15,18
4830,19,18
4831,11,20
4832,17,32
4833,17,18
4834,17,34
4835,17,36
4836,21,16
4837,15,24
4838,21,12
4839,15,30
4840,23,28
4841,17,43
4842,17,20
4843,13,34
4844,21,18
4845,27,24
4846,17,18
4847,27,24
4848,17,20
4849,21,32
4850,19,22
4851,17,20
4852,21,22
4853,21,18
4854,17,30
4855,19,38
4856,15,30
4857,19,16
4858,17,16
4859,19,16
4860,19,32
4861,17,30
4862,17,32
4863,17,36
4864,21,34
4865,23,18
4866,23,32
4867,13,18
4868,25,43
4869,17,18
4870,11,20
4871,21,18
4872,15,20
4873,15,20
4874,11,18
4875,23,20
4876,17,22
4877,25,18
4878,13,20
4879,17,18
4880,21,38
4881,17,34
4882,17,38
4883,25,28
4884,23,16
4885,17,43
4886,17,34
4887,23,16
4888,15,18
4889,21,38
4890,17,18
4891,17,20
4892,15,36
4893,17,14
4894,23,28
4895,15,18
4896,21,34
4897,11,34
4898,17,24
4899,17,20
4900,15,22
4901,17,30
4902,17,18
4903,17,22
4904,19,30
4905,17,34
4906,21,20
4907,19,28
4908,27,20
4909,23,34
4910,23,28
4911,19,20
4912,25,20
4913,19,34
4914,11,20
4915,15,20
4916,25,38
4917,25,20
4918,17,18
4919,17,34
4920,17,36
4921,15,18
4922,17,16
4923,15,41*
4924,15,32
4925,21,22
4926,21,20
4927,17,18
4928,21,22
4929,17,16
4930,21,34
4931,25,20
4932,19,24
4933,17,18
4934,25,32
4935,17,18
4936,21,22
4937,17,22
4938,19,20
4939,17,30
4940,17,18
4941,15,14
4942,25,26
4943,17,16
4944,17,24
4945,15,20
4946,15,28
4947,17,38
4948,11,16
4949,11,26
4950,15,22
4951,17,16
4952,19,32
4953,17,16
4954,17,16
4955,17,20
4956,17,16
4957,19,18
4958,17,16
4959,17,34
4960,21,22
4961,23,18
4962,17,26
4963,17,43
4964,17,26
4965,25,20
4966,19,30
4967,17,18
4968,15,18
4969,35,20
4970,17,38
4971,11,22
4972,17,36
4973,15,43
4974,17,22
4975,15,16
4976,13,34
4977,15,26
4978,11,20
4979,21,20
4980,15,20
4981,25,32
4982,17,26
4983,27,34
4984,17,41*
4985,25,20
4986,25,20
4987,17,22
4988,13,36
4989,21,20
4990,21,14
4991,27,28
4992,27,22
4993,17,43
4994,13,30
4995,19,14
4996,17,20
4997,23,18
4998,15,36
4999,15,16
5000,15,14
5001,15,18
5002,23,38
5003,17,18
5004,25,32
5005,17,20
5006,17,18
5007,17,32
5008,15,18
5009,25,26
5010,15,24
5011,17,18
5012,17,24
5013,17,32
5014,17,36
5015,19,18
5016,25,16
5017,17,20
5018,15,32
5019,23,18
5020,17,20
5021,23,28
5022,17,18
5023,13,20
5024,15,20
5025,15,26
5026,23,34
5027,21,22
5028,17,18
5029,15,18
5030,15,16
5031,21,38
5032,21,20
5033,21,20
5034,21,34
5035,17,16
5036,17,20
5037,13,20
5038,19,32
5039,21,22
5040,19,36
5041,13,32
5042,11,16
5043,15,14
5044,11,16
5045,17,36
5046,11,30
5047,15,22
5048,38*,26
5049,17,32
5050,17,20
5051,21,22
5052,13,16
5053,17,32
5054,15,20
5055,15,10
5056,21,18
5057,15,36
5058,15,28
5059,23,24
5060,11,16
5061,21,14
5062,21,38
5063,31,28
5064,19,14
5065,27,18
5066,23,26
5067,13,34
5068,21,36
5069,19,43
5070,25,20
5071,17,43
5072,11,34
5073,25,24
5074,17,18
5075,17,12
5076,15,34
5077,21,22
5078,17,34
5079,25,22
5080,19,20
5081,19,16
5082,13,18
5083,25,14
5084,21,16
5085,19,20
5086,13,14
5087,11,14
5088,15,32
5089,15,16
5090,27,14
5091,15,22
5092,27,14
5093,17,32
5094,21,14
5095,21,18
5096,17,34
5097,11,16
5098,17,18
5099,15,16
5100,15,22
5101,13,8
5102,17,18
5103,17,36
5104,17,24
5105,15,16
5106,17,18
5107,15,16
5108,17,14
5109,19,34
5110,15,18
5111,27,24
5112,13,20
5113,25,22
5114,23,41*
5115,11,24
5116,37,14
5117,19,26
5118,15,38
5119,17,34
5120,29,20
5121,17,26
5122,29,14
5123,13,20
5124,15,18
5125,17,22
5126,17,18
5127,11,30
5128,11,36
5129,13,18
5130,17,18
5131,17,22
5132,19,36
5133,15,38
5134,11,20
5135,21,14
5136,27,34
5137,17,14
5138,17,35*
5139,23,16
5140,23,36
5141,17,20
5142,17,16
5143,15,41*
5144,11,36
5145,15,36
5146,13,20
5147,17,18
5148,17,28
5149,17,36
5150,17,16
5151,29,32
5152,15,26
5153,33,26
5154,21,36
5155,15,22
5156,19,30
5157,19,32
5158,15,22
5159,13,34
5160,27,34
5161,19,22
5162,21,10
5163,17,12
5164,17,16
5165,19,36
5166,17,34
5167,21,20
5168,15,16
5169,31,22
5170,15,20
5171,17,32
5172,21,24
5173,11,16
5174,11,36
5175,17,38
5176,19,20
5177,17,18
5178,15,20
5179,19,28
5180,17,18
5181,33,20
5182,19,18
5183,15,39*
5184,15,18
5185,17,20
5186,11,22
5187,17,16
5188,21,22
5189,21,20
5190,15,20
5191,27,30
5192,15,34
5193,11,26
5194,17,14
5195,27,20
5196,23,18
5197,17,20
5198,15,10
5199,19,24
5200,31,10
5201,29,36
5202,21,10
5203,13,34
5204,13,30
5205,25,34
5206,15,26
5207,13,8
5208,15,26
5209,13,34
5210,17,14
5211,13,32
5212,27,22
5213,19,24
5214,13,30
5215,19,28
5216,13,36
5217,17,10
5218,17,20
5219,21,18
5220,17,34
5221,23,16
5222,19,43
5223,33,16
5224,15,10
5225,17,10
5226,19,18
5227,21,18
5228,19,20
5229,21,16
5230,13,30
5231,15,20
5232,27,20
5233,17,20
5234,25,22
5235,19,20
5236,29,36
5237,19,36
5238,15,20
5239,25,36
5240,25,41*
5241,15,8
5242,11,16
5243,17,16
5244,17,18
5245,15,38
5246,23,36
5247,15,30
5248,17,22
5249,17,24
5250,17,22
5251,17,24
5252,15,22
5253,31,16
5254,13,18
5255,15,14
5256,13,18
5257,15,20
5258,15,26
5259,15,10
5260,17,20
5261,17,32
5262,13,30
5263,25,10
5264,13,30
5265,17,20
5266,11,34
5267,17,20
5268,13,43
5269,23,14
5270,37,34
5271,23,18
5272,21,20
5273,27,24
5274,13,18
5275,15,30
5276,17,36
5277,17,38
5278,17,30
5279,15,28
5280,17,32
5281,25,18
5282,19,22
5283,15,14
5284,21,18
5285,17,18
5286,19,30
5287,21,18
5288,19,20
5289,13,30
5290,13,18
5291,15,14
5292,19,20
5293,19,20
5294,25,22
5295,15,38
5296,15,18
5297,17,10
5298,15,18
5299,15,14
5300,23,41*
5301,25,18
5302,11,22
5303,21,43
5304,11,20
5305,19,16
5306,21,18
5307,15,28
5308,15,14
5309,15,38
5310,17,20
5311,19,32
5312,27,22
5313,19,30
5314,15,10
5315,17,20
5316,31,30
5317,15,30
5318,17,26
5319,37,14
5320,15,14
5321,11,30
5322,15,14
5323,19,34
5324,15,41*
5325,15,10
5326,15,18
5327,19,22
5328,19,32
5329,19,16
5330,29,20
5331,15,14
5332,25,30
5333,17,20
5334,23,36
5335,15,38
5336,21,20
5337,15,22
5338,27,22
5339,31,14
5340,15,18
5341,13,24
5342,17,34
5343,23,8
5344,15,14
5345,23,14
5346,17,36
5347,15,14
5348,27,20
5349,41,10
5350,19,28
5351,15,14
5352,27,26
5353,15,26
5354,15,18
5355,15,22
5356,25,34
5357,15,18
5358,15,18
5359,13,16
5360,17,38
5361,17,34
5362,25,16
5363,21,14
5364,27,20
5365,23,30
5366,13,30
5367,13,30
5368,17,20
5369,15,14
5370,11,30
5371,15,18
5372,23,30
5373,13,22
5374,13,36
5375,17,16
5376,23,30
5377,25,22
5378,25,14
5379,19,30
5380,15,22
5381,33,10
5382,13,22
5383,17,14
5384,15,10
5385,17,16
5386,17,22
5387,13,16
5388,15,26
5389,15,14
5390,15,41*
5391,21,16
5392,27,18
5393,21,30
5394,15,14
5395,19,28
5396,15,36
5397,21,22
5398,19,28
5399,31,30
5400,15,18
5401,31,20
5402,15,32
5403,15,14
5404,21,20
5405,27,30
5406,15,30
5407,17,20
5408,11,18
5409,17,20
5410,29,38
5411,27,30
5412,11,28
5413,21,38
5414,17,20
5415,17,20
5416,13,10
5417,21,22
5418,15,14
5419,13,28
5420,15,26
5421,13,30
5422,17,30
5423,15,43
5424,15,16
5425,37,22
5426,21,36
5427,21,20
5428,29,22
5429,11,20
5430,25,36
5431,19,32
5432,17,34
5433,27,36
5434,23,14
5435,17,30
5436,13,36
5437,23,22
5438,13,16
5439,17,36
5440,17,22
5441,15,10
5442,21,14
5443,15,14
5444,15,36
5445,21,18
5446,23,22
5447,33,20
5448,15,10
5449,15,14
5450,15,43
5451,19,16
5452,15,12
5453,13,30
5454,19,36
5455,31,18
5456,13,34
5457,17,41*
5458,15,18
5459,15,22
5460,37,36
5461,17,20
5462,17,41*
5463,17,36
5464,15,22
5465,15,18
5466,15,41*
5467,25,16
5468,29,38
5469,17,16
5470,21,18
5471,27,30
5472,19,38
5473,29,43
5474,21,30
5475,15,10
5476,17,36
5477,17,36
5478,17,38
5479,17,38
5480,23,22
5481,27,41*
5482,15,32
5483,23,43
5484,21,10
5485,17,20
5486,27,28
5487,17,14
5488,13,38
5489,29,41*
5490,15,30
5491,15,14
5492,13,24
5493,21,16
5494,31,16
5495,15,14
5496,19,22
5497,19,14
5498,17,14
5499,19,20
5500,15,10
5501,13,14
5502,31,18
5503,17,41*
5504,21,30
5505,15,38
5506,21,22
5507,21,14
5508,17,20
5509,15,20
5510,15,36
5511,15,16
5512,21,30
5513,15,36
5514,27,26
5515,19,22
5516,17,28
5517,15,18
5518,15,22
5519,15,41*
5520,27,20
5521,27,20
Time elapsed: 4720098,,
Parameters used:,,
popSize = 100,,
keepNBest = 50,,
mutationRate = 0.7,,
crossoverRate = 0.6,,
maxMutation = 0.2,,
roundRobin = false,,
